id,lyrics
5TXDeTFVRVY7Cvt0Dw4vWW,"TranslationsTürkçeEspañolРусскийPolskiItalianoDeutschFrançaisNederlandsShqipRevenge Lyrics
I think I, I think I finally
Found a way to forgive myself
From mistakes I made in my past
I think that's the first step, right?
You agree?

I've dug two graves for us, my dear
Can't pretend that I was perfect, leavin' you in fear
Oh, man, what a world, the things I hear
If I could act on my revenge, then, oh, would I?
Some kill, some steal, some break your heart
And you thought that I would let it go and let you walk
Well, broken hearts break bones, so break up fast
And I don't wanna let it go, so in my grave I'll rot
I've dug two graves for us, my dear
Can't pretend that I was perfect, leavin' you in fear
Oh, man, what a world, the things I hear
If I could act on my revenge, then, oh, would I?
Some kill, some steal, some break your heart
And you thought that I would let it go and let you walk
Broken hearts break bones, so break up fast
And I don't wanna let it go, so in my grave I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot-ot-ot
In my grave, I'll rot
In my grave, I'll rot-ot-ot
In my grave, I'll rot

In my grave, I'll rot
I'll rot, I'll rot, I'll rot
Is my pain your freedom?
Is all of my pain your freedom?
EnjoyYou might also like351Embed"
6maTPqynTmrkWIralgGaoP,"TranslationsTürkçeIf We Ever Broke Up Lyrics
If you keep wondering if somebody understands
Darling, I don't understand you
If you stay awake at night waiting for somebody right
Baby, oh, your karma is due

Like, I would never hate you
But only if you want to
So much time, like who knew? (Like who knew?)
Music we got into
Songs we fell in love to
Boy, this feels so wrong too
(Ah, ah, ah)
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke up
If we ever broke up, I'd call your dad
And tell him all the shittiest of things you've said
If wе ever broke up

Boy, don't gеt emotional
'Cause it's not personal
It's just the way, just the way it goes
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke up
(Ha-ah, ha-ah)

You're living in Wonderland
If you think I'll understand
All the shit you put me through
If girls in white dresses and big winter wedding
Is something you want to be true (Yeah)
Then pack up your drama, this selfish dilemma
Is something this shit can't undo
You might also like
Like, I would never hate you
But only if you want to
So much time like, who knew? Woah

If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke up (Ha-ah, ha-ah, ah)
If we ever broke up, I'd call your dad
And tell him all the shittiest of things you've said
If we ever broke up

Boy, don't get emotional
'Cause it's not personal
It's just the way, just the way it goes
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke upEmbed"
5ZduaRci3iNUiDfJbBfAaf,"Give It To Me - Full Vocal Mix Lyrics
See us in the club
See us in the club
See us in the club
See us in the club
If you see us in the club, we'll be actin' real nice
If you see us on the floor, you'll be watchin' all night
We ain't here to hurt nobody (So give it to me, give it to me, give it to me)
Wanna see you work your body (So give it to me, give it to me, give it to me)

When Timbo' is in the party, everybody put up they hands
I get a half a mil' for my beats, you get a couple gra-a-and
Never gon' see the day that I ain't got the upper hand
I'm respectеd from Californ-I-A way down to Japan
I'm a real producer, and you just a piano man
Your songs don't top the charts — I hеard 'em, I'm not a fa-a-an
Niggas talkin' greasy, I'm the one that gave them they chance
Somebody need to tell 'em that they can't do it like I can
If you see us in the club, we'll be actin' real nice
If you see us on the floor, you'll be watchin' all night
We ain't here to hurt nobody (So give it to me, give it to me, give it to me)
Wanna see you work your body (So give it to me, give it to me, give it to me)

Could you speak up and stop mu-mumbling? I don't think you came in clear
When you're sittin' on the top, it's hard to hear you from way up here
Now I saw you tryna act cute on TV, ""Just let me clear the air..."" (Air, air, air, air, air, air)
We missed—

Oh... (Damn, improve)
Oh... (Damn, improve)
Oh... (Damn, improve)
Oh... (Damn, improve)
Oh... (Damn, improve)
Oh... (Damn, improve)
Oh... (Damn, improve)
Oh... (Damn)You might also likeEmbed"
04C356Ob8t7AGIWvmEqUU6,"Ich will nicht heim Lyrics

Oh-oh, du schaust mich an
Doch heut zum letzten Mal
Uh-uh-uh, und es fehlt mir, verdammt
Wie du riechst, wenn wir uns umarm'n
Oh-oh, ich behalt' dich tief in mir
So wie ich dich kenn' (Mhh)
Lass' nicht zu, dass es sich verändert
Dieses Bild von dir, wenn wir uns trenn'n
Wenn du jetzt gehst, kenn' ich dich nie wieder
Ich weiß nicht, wer du bist
Weinst du auch zu all unsren Liedern
Wenn du mich vermisst?

Ich will nicht heim
Du fährst mich heim

Mh-mh-mh, ich genieß' noch dein'n Anblick
Und ich weiß, ich erinner' mich dran (Ah-ah)
Mh-mh-mh, es hat nicht so geklappt
Doch vielleicht in 'nem anderen Leben dann

Wenn du jetzt gehst, kenn' ich dich nie wieder
Ich weiß nicht, wer du bist
Weinst du auch zu all unsren Liedern
Wenn du mich vermisst?
Und es tut weh, dass du nicht mehr da bist
Ich weiß, du bist nicht glücklich damit
Aber nur, weil wir uns nicht mehr haben
Heißt das nicht, dass sich keiner vermisst
You might also like
Ich will nicht heim
Du fährst mich heim (Mhh)

He-he-heim (Ich will nicht)
He-he-heim (Ich will nicht)
He-he-heim (Ich will nicht)
He-he-heimEmbed"
1aOl53hkZGHkl2Snhr7opL,"TranslationsDeutschHow Do I Say Goodbye Lyrics
Early mornin' there's a message on my phone
It's my mother saying ""Darlin', please come home""
I fear the worst, but how could you leave us all behind?
There's so much to say, but there's so little time

So how do I say goodbye
To someone who's been with me for my whole damn life?
You gave me my name and the colour of your eyes
I see your face when I look at mine
So how do I, how do I, how do I say goodbye?
When I couldn't, you always saw the best in me
Right or wrong, you were always on my side
But I'm scared of what life without you's like
And I saw the way she looked into your eyes

And I promise, if you go
I will make sure she's alright

So how do I say goodbye
To someone who's been with me for my whole damn life?
You gave me my name and the colour of your eyes
I see your face when I look at mine
So how do I, how do I, how do I say goodbye?

And there's no way you could ever let me down
Gonna steal some time and start again
You'll always be my closest friend
And someday we are gonna make it out
Just hold the light, just hold the light

So how do I say goodbye
To someone who's been with me for my whole damn life?
You gave me my name and the colour of your eyes
I see your face when I look at mine
So how do I, how do I, how do I say goodbye?
You might also like
So how do I, how do I, how do I say goodbye?2Embed"
7qiUjLVo6zLj8WmxPMqoXD,"Einmal um die Welt Lyrics

One, two
One, two, three, four!

Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt
Ost, West oder Nord, hab den Jackpot an Bord
Will von hier, über London, direkt nach New York
Denn ab heute leb' ich jeden Tag, als ob ich morgen tot wäre
Laufe durch den Park und werf' mit Geld, als ob es Brot wäre
Nur noch Kaviar, Champagner oder Schampus
Baby, ich erfüll' dir wirklich jeden Wunsch mit Handkuss
Frühstück in Paris und danach Joggen auf Hawaii
Und um das Ganze noch zu toppen, gehen wir shoppen in L.A
Also pack dir deine Zahnbürste ein
Denn ab heute bist du mehr als an nur einem Ort daheim
Mit meinem Babe in der Hand und 'nem Safe an der Wand
Könn'n wir tun was wir wollen und das Leben ist noch lang also komm

Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt

Sie will Kreditkarten und meinen Mietwagen
Sie will Designerschuhe und davon ganz schön viel haben
""Manolo Blahnik, Prada, Gucci, und Lacoste""
Kein Problem, dann kauf' ich halt für deine Schuhe gleich ein ganzes Schloss
Sie will in Geld baden und sie will Pelz tragen
Und sie will schnell fahren, einmal um die Welt fahren
Sie kann sich kaufen, was sie wollte, doch nie hatte
Denn ich hab jetzt die American Express und zwar die schwarze also komm
You might also like
Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt
Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt

Ja, yeah!
Okay
Baby, du weißt Bescheid!
Komm einfach vorbei oder ruf mich an, kein Ding
Nur wir zwei, einmal um die Welt
Uh-huh, okay18Embed"
3GGgcGLYrrpMENcwmsWvbM,"Matador Lyrics

L-O, Nike, zünde drei auf Testo
Was für Tanzfläche? Ich mach' Party auf dem Gästeklo
Schluchas lieben Techno, Pazan, check dein'n Dresscode
Türsteher macht rum: „Presto geht nicht, nimm den F-Bus“
385i, Bomb-Squad, alles easy
Mister Master Ghetto real, baba Beat von LuciG
Sie ist naiv und hat sich in den falschen Mann verliebt
Denn dieser Mann zockt nur Automat und ist auf Sniff
O-L, Pazan, Ghettograph, meine Welt hat kein System
Tragen weg dein'n AMG und verkaufen das Gestell
Outfit, Pazan, alles Nike, zahle selber, hab's geklärt
Brauch' kein'n Sponsor, bin kein Penner, ich will gar nix mehr geschenkt (Weh)
Ein Wagen fährt vorbei, aus dem Fenster läuft O-L
Matador, mein Sound klatscht dich um
Ich werd' einfach nicht mehr high, spielsüchtig, großes Problem
Schein für Schein, wechsel' Geld, mach' mit Lila rum
Sie dreht sich an der Stange, hol' dazu noch andre
Lass' sie auf mir tanzen
Alkohol in Badewanne, waschen Geld und handeln
XIER Wodka für alle da (Ja)

Alo, alo? Check, check, check, hör' im Flur schon Steps
Sie komm'n langsam rauf, spring' vom Fenster in den Benz
Psychiatrie, welcome to planet i, Sympathie
Orosei, Makaveli, never kill Princess Naomi
Jetzt wird gedealt, Nase schief, Bratucha, mach' das paar Ma'
385i, blyat, du siehst pure Straße, Chaba
Die Faust verließ, schwarzer Kick, bis dein' Nase trifft
Scheiß auf Appetit, ich bleib' clean, ich will gar nix legen
L-O, draußen Sonne, dreißig Grad
Hol' mir erstma' was zu rauchen, smoke die Palme hinterm Block
Morgens immer voll auf Turkeys, denk' nicht nach und renn' zum Dealer
Hol' mir zwanzig Dinger Kombi, nächste Woche seh'n wir uns wieder

Für die Straße nie genug, mein Bruder, bring bitte noch mehr
Ich wurd' von vielen schon verflucht, doch sie woll'n auch nur hinterher
Ich schlafe Tag und Nacht in Booth, weil Gelder werden sonst nicht mehr
Ich bring' die Goldplatte nachhause, doch die Koffer sind zu schwer, ja
You might also like
Ein Wagen fährt vorbei, aus dem Fenster läuft O-L
Matador, mein Sound klatscht dich um
Ich werd' einfach nicht mehr high, spielsüchtig, großes Problem
Schein für Schein, wechsel' Geld, mach' mit Lila rum
Sie dreht sich an der Stange, hol' dazu noch andre
Lass' sie auf mir tanzen
Alkohol in Badewanne, waschen Geld und handeln
XIER Wodka für alle daEmbed"
4fYte8ZvTK14NEhAOZocBi,"I Ain’t Worried Lyrics
I don't know what you've been told
But time is running out, no need to take it slow
I'm stepping to you toe-to-toe
I should be scared, honey, maybe so

But I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below
I ain't worried 'bout it
I ain't worried 'bout it (Hey)

I don't know what you've been told
But time is running out so spend it like it's gold
I'm living like I'm nine-zeros
Got no regrets even when I am broke (Yeah)
I'm at my best when I got something I'm wanting to steal
Way too busy for them problems and problems to feel (Yeah, yeah)
No stressing, just obsessing with sealing the deal
I'll take it in and let it go

But I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

I ain't worried 'bout it
I ain't worried 'bout it (Hey)

Ooh, I ain't worried
Ooh, oh, no, no
You might also like
I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

I ain't worried 'bout it (Ooh, hey)
I ain't worried 'bout it (Ooh, hey)

I ain't worried 'bout it5Embed"
4rPJSqrov3zqGwXlemLBMw,"Escapism. (Sped Up) Lyrics
Sleazin' and teasin', I'm sittin' on him
All of my diamonds are drippin' on him
I met him at the bar, it was twelve or something
I ordered two more wines 'cause tonight, I want him

A little context if you care to listen
I find myself in a shit position
The man that I love sat me down last night
And he told me that it's over, dumb decision
And I don't wanna feel how my heart is rippin'
In fact, I don't wanna feel, so I stick to sippin'
And I'm out on the town with a simple mission
In my little black dress and this shit is sittin'
Just a heart broke bitch, high heels six inch
In the back of the nightclub, sippin' champagne
I don't trust any of these bitches I'm with
In the back of the taxi sniffin' cocaine
Drunk calls, drunk texts, drunk tеars, drunk sex
I was lookin' for a man who's on the same pagе
Now it's back to the intro, back to the bar
To the Bentley, to the hotel, to my old ways

'Cause I don't wanna feel how I did last night
I don't wanna feel how I did last night
Doctor, doctor, anything, please
Doctor, doctor, have mercy on me
Take this pain away
You're askin' me my symptoms, doctor
I don't wanna feel

Toke this joint how I'm blowin' this steam
Back to my ways like 2019
Not twenty-four hours since my ex did dead it
I got a new man on me, it's about to get sweaty
Last night really was the cherry on the cake
Been some dark days lately and I'm findin' it cripplin'
Excuse my state, I'm as high as your hopes
That you'll make it to my bed, get me hot and sizzlin'
If I take a step back to see the glass half-full
At least it's the Prada two-piece that I'm trippin' in
And I'm already actin' like a dick, know what I mean?
So you might as well stick it in
You might also like
Just a heart broke bitch, high heels six inch
In the back of the nightclub, sippin' champagne
I don't trust any of these bitches I'm with
In the back of the taxi sniffin' cocaine
Drunk calls, drunk texts, drunk tears, drunk sex
I was lookin' for a man who's on the same page
Now it's back to the intro, back to the bar
To the Bentley, to the hotel, to my old ways

'Cause I don't wanna feel how I did last night
I don't wanna feel how I did last night
Doctor, doctor, anything, please
Doctor, doctor, have mercy on me
Take this pain away
You're askin' me my symptoms, doctor
I don't wanna feel (What?)

'Cause I don't wanna feel like I felt last night
I don't wanna feel like I felt last night
Be at peace with the things you can't change (Last night)
I'll be naked when I leave and I was naked when I came, yeah
Out of reach, out of touch
Too numb, I don't feel no way
Toast up, so what?
Street small, but it go both ways
So, you'll run, yeah
But you'll never escape
Sunset in the maze
(You're askin' me my symptoms, doctor, I don't wanna feel)
I don't wanna feel how I did last night
I don't wanna feel how I did last night, oh
Doctor, doctor, anything, please
Doctor, doctor, have mercy on me
You're askin' me my symptoms, doctor
I don't wanna feel

I don't wanna feel how I did last night
I don't wanna feel how I did last night
Wanna feel, wanna feel how I did last night

Lipstick smudged like modern art
I don't know where the fuck I am or who's drivin' the fucking car
Speeding down the highway sippin'
Mixing pills with the liquor 'cah fuck these feelings
I left everyone I love on read (Uh-huh)
Spilling secrets to the stranger in my bed (Uh-huh)
I remember nothing so there's nothing to regret (Uh-uh)
Other than this 4/4 kick drum poundin' in my headEmbed"
38T0tPVZHcPZyhtOcCP7pF,"STAR WALKIN’ Lyrics
Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin'
Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin' (I'm star walkin')

On a mission to get high up, I know that I'ma die
Reachin' for a life that I don't really need at all
Never listened to replies, learned a lesson from the wise
You should never take advice from a nigga that ain't try
They said I wouldn't make it out alive
They told me I would never see the rise
That's why I gotta kill 'em every time
Gotta watch 'em bleed, too
Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin'
Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin' (I'm star walkin')

Been that nigga since I came out my mama (Woo)
Thankin' God Daddy never wore a condom (Woo)
Prove 'em wrong every time 'til it's normal
Why worship legends when you know that you can join 'em?
Th-These niggas don't like me, they don't like me
Likely, they wanna fight me
Come on, try it out, try me
They put me down, but I never cried out, ""Why me?""
Word from the wise, don't put worth inside a nigga that ain't try
You might also like
They said I wouldn't make it out alive
They told me I would never see the rise
That's why I gotta kill 'em every time
Gotta watch 'em bleed, too
Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin'
Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin' (I'm star walkin')

(I'm star walkin')

Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin'11Embed"
1qEmFfgcLObUfQm0j1W2CK,"TranslationsTürkçeEspañolPortuguêsहिन्दीDeutschFrançaisLate Night Talking Lyrics
Things haven't been quite the same
There's a haze on the horizon, babe
It's only been a couple of days and I miss you, mmm, yeah
When nothing really goes to plan
You stub your toe or break your camera
I'll do everything I can to help you through

If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happier, baby
We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

I've never been a fan of change
But I'd follow you to any place
If it's Hollywood or Bishopsgate, I'm coming, too

If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happiеr, baby

We've been doin' all this late-night talkin'
'Bout anything you want until thе morning
Now you're in my life
I can't get you off my mind

Can't get you off my mind
Can't get you off my mind (Can't get you off my mind)
I won't even try (I won't even try)
To get you off my mind (Get you off my mind)
You might also like
We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

Can't get you off my mind (All this late-night talking)
Can't get you off my mind (All this late-night talking)
I won't even try (All this late-night talking)
Can't get you off my— (All this late-night talking)26Embed"
4zLCLlqLivpZXvYfQCqTWh,"Ich glaub ich will heut nicht mehr gehen Lyrics

Ich glaub', ich will heut nicht mehr geh'n (Geh'n, geh'n, geh'n)
Ich hab' dich viel zu kurz geseh'n (-seh'n, -seh'n, -seh'n)
Und überhaupt, draußen ist's kalt, zu kalt
Und an dein'n Fensterecken blüht das Eis

Ich will, dass du gar nix machst, gar nichts machst
Will mit dir den ganzen Tag, sag' alles ab
In meinem Bett ist so viel Platz und mir ist kalt
Doch auf deinem Screen ist Portugal, Portugal
Denn du willst viel vom Leben, glaub an dich, glaub an dich
Ey, deine Ziele sind zu ambitioniert für mich
Du inspirierst, doch bitte sei heute faul für mich
All meine Freunde unterwegs, suchen, was wir schon sind
Ich glaub', ich will heut nicht mehr geh'n (Geh'n, geh'n, geh'n)
Ich hab' dich viel zu kurz geseh'n (-seh'n, -seh'n, -seh'n)
Und überhaupt, draußen ist's kalt, zu kalt
Und an dein'n Fensterecken blüht das Eis
Ich glaub', ich will nie mehr nach Haus (Nie mehr)
Weil da, wo du bist, ist das auch (Ist das auch)
Komm, schließ uns ein, wir sind allein, so leicht
Frag' mich, ob das Gefühl für immer bleibt

Palo Santo, Herz in Brand, mach' die teuren Kerzen an
Frisch geduscht, Bossa nova, verlier'n uns im Viervierteltakt
Ich les' dir von den Lippen ab, weil du nur gute Seiten hast
Sitz' auf deiner Fensterbank und strahl' heut alle Sterne an
Ich glaub' an mich, glaub' an dich
Eigentlich nur wir, ansonsten brauch' ich nichts, brauch' nur dich
Mach keine Pläne, bitte sei heute faul für mich
All meine Leute unterwegs, suchen, was wir schon sind

Ich glaub', ich will heut nicht mehr geh'n
Ich hab' dich viel zu kurz geseh'n
Und überhaupt, draußen ist's kalt, zu kalt
Und an dein'n Fensterecken blüht das Eis
You might also like
Ich glaub', ich will heut nicht mehr geh'n (Ja)
Ich hab' dich viel zu kurz geseh'n (Kurz geseh'n, kurz geseh'n)
Und überhaupt, draußen ist's kalt, zu kalt
Und an dein'n Fensterecken blüht das Eis
Ich glaub', ich will nie mehr nach Haus (Nie mehr)
Weil da, wo du bist, ist das auch (Ist das auch)
Komm, schließ uns ein, wir sind allein, so leicht
Frag' mich, ob das Gefühl für immer bleibt

Ich glaub', ich will heut nicht mehr geh'n (Geh'n, geh'n, geh'n)Embed"
3JlHRjPt2TNB9h7VFf0im2,"Weekends Lyrics
Damn, I miss you most on the weekends
We go from the floor to the ceilin'
Got me jumpin' down in the deep end
You know that I miss you the most on the weekends

Six feet underground
You're high without me now
I'm not goin' out
And you're the reason
I'll stay in my room
Just tryna make it through
Can't stop missin' you
Like every weekend
Damn, I miss you most on the weekends
We go from the floor to the ceilin'
Got me jumpin' down in the deep end
You know that I miss you the most on the weekends
You say you don't love me anymore
That you don't feel the way you did before
Got me jumpin' down in thе deep end
You know that I miss you the most on the weekеnds

Left, right, it was love
That shit right though my blood
I can't sober up
From all my feelings
Used to have it all
But we don't talk no more
Wish that you would call
Like every weekend

I keep the lights down low 'cause the light shines where you are
But my eyes are closed, yeah, I listen to your heart
Since you've gone, you left me in the dark

Damn, I miss you most on the weekends
We go from the floor to the ceilin'
Got me jumpin' down in the deep end
You know that I miss you the most on the weekends
You say you don't love me anymore
That you don't feel the way you did before
Got me jumpin' down in the deep end
You know that I miss you the most on the weekends
You might also like
I keep the lights down low 'cause the light shines where you are
But my eyes are closed, yeah, I listen to your heart
Since you've gone, you left me in the dark

Weekend
Damn, I miss you most on the weekendsEmbed"
5IgjP7X4th6nMNDh4akUHb,"TranslationsPortuguêsUnder the Influence Lyrics
Kido, Kido
K-K-Kido on the beat, better run it back

Fuckin' Robitussin
I don't know why this shit got me lazy right now, yeah
Can't do Percocets or Molly (Molly)
I'm turnin' one, tryna live it up here right, right, right

Baby, you can
Ride it, ooh, yeah
Bring it over to my place
And you be like
""Baby, who cares?""
But I know you care
Bring it over to my place
You don't know what you did, did to me
Your body lightweight, speaks to me
I don't know what you did, did to me
Your body lightweight, speaks to me

('Cane on it)
Yeah
Yeah (Yeah)

I can make it hurricane on it ('Cane on it)
Hunnid bands, make it rain on it (Rain on it)
Tie it up, put a chain on it (Chain on it)
Make you tattoo my name on it (Name on it), oh
Make you cry like a baby, yeah
Let's GoPro and make a video, yeah (Yeah)
Make you cry like a baby, yeah
Let's GoPro and make a video (Video)
Oh, yeah-yeah-yeah-yeah

Baby, you can
Ride it, ooh, yeah
Bring it over to my place
And you be like
""Baby, who cares?""
But I know you care
Bring it over to my place
You don't know what you did, did to me
Your body lightweight, speaks to me
I don't know what you did, did to me
Your body lightweight, speaks to me

('Cane on it)
('Cane on it)
('Cane on it)

Baby, you can
Ride it, ooh, yeah
(Molly, Molly)
And you be like
""Baby, who cares?""
But I know you care
(Molly, Molly)You might also like13Embed"
1eprzC29mwUQqcVj0eILdx,"TranslationsPortuguêsEspañolPSYCHO Lyrics
Oh no, look who guessed your password right, huh
Oh no, and the girl you said who ain't your type
Is sendin' messages, messages, they never end
That's a whole lotta messages for just a friend
No-no, had a feelin' I knew what I'd find

You met up with Veronica late last night
You had a bit of Elena on the side
Was chattin' up Anita all last week
And now you're doin' Nina, how'd you even meet her?
Hittin' on Bianca, are you dumb?
Got with Alexandra and her mum
You're tellin' every girl they drive you mad
Yet you're callin' me the psychopath
I'm the psychopath
I'm the psychopath
Oh, I'm the psycho
I'm the psychopath
Oh, I'm the psycho

Oh no, you've got to be kiddin'
You say how much you respect women
I'm buying your meals, I'm paying your bills
While you're out here switchin' positions (Ah)
Hold up, wait, babe, I ain't finished (Hold up, wait, yeah)
All in my face, girl, you trippin' (Why you trippin' for?)
It's not what it looks like, they're bruises not love bites (Haha)
Good luck with the hole that you're diggin'
I don't fuck with Emily, on my life
Had to cut off Beverly, at least I tried (I swear I tried)
All these other girls that I can't see (Huh)
I just want a lil' Anne-Marie (Haha, ha)

Oh no, call me crazy all you like (Ugh)
Oh no, turns out I was fucking right

You met up with Veronica late last night
You had a bit of Elena on the side
Was chattin' up Anita all last week
And now you’re doin' Nina, how'd you even meet her?
Hittin' on Bianca, are you dumb? (What)
Got with Alexandra and her mum (Nah)
You're tellin' every girl they drive you mad (Ugh)
Yet you're calling me the psychopath
You might also like
I'm the psychopath
I'm the psychopath (Haha)
Oh, I'm the psycho
I'm the psychopath
Oh, I'm the psycho

Oh, I'm the psycho6Embed"
2wSTnntOPRi7aQneobFtU4,"TranslationsEspañolPortuguêsShirt Lyrics
Kiss me dangerous
Been so lost without you all around me
Get anxious
Lead me, don't look back
It's all about you

In the dark right now
Feelin' lost, but I like it
Comfort in my sins and all about me
All I got right now
Feel the taste of resentment
Simmer in my skin, it's all about
Bloodstain on my shirt
New bitch on my nerves
Old nigga got curved
Goin' back on my word
Damn, bitch, you so thirsty
Still don't know my worth
Still stressin' perfection
Let you all in my mental
Got me lookin' too desperate
Damn (You ain't deserve)

Broad day, sunshine
I'll find a way to fuck it up still
Can't cry about the shit that I can't change
Just my mind
Gotta get outta here
Tough crowd, hate it
Can't stay

In the dark right now
Feelin' lost, but I like it
Comfort in my sins and all about me 
All I got right now
Feel the tastе of resentment 
Simmеr in my skin, it's all about
You might also like
Bloodstain on my shirt
New bitch on my nerves
Old nigga got curved
Goin' back on my word
Damn, bitch, you so thirsty
Still don't know my worth
Still stressin' perfection
Let you all in my mental
Got me lookin' too desperate 
Damn

It's what you say and how you do me
How I'm 'posed to trust, baby? 'Posed to love?
It ain't 'posed to hurt this way
All I need is the best of you
Baby, how I got to say it? Give me all of you

In the dark right now
Feelin' lost, but I like it
Comfort in my sins and all about me
All I got right now
Feel the taste of resentment
Simmer in my skin, it's all about
Bloodstain on my shirt
New bitch on my nerves
Old nigga got curved
Goin' back on my word
Damn, bitch, you so thirsty
Still don't know my worth
Still stressin' perfection
Let you all in my mental
Got me lookin' too desperate
Damn (You ain't deserve)39Embed"
2MYXbdNTkOmjOr9sVQ288m,"TranslationsPolskiFühlst du das auch? Lyrics

JUMPA, make it jump!

Platz für vier, aber wir sitzen zu fünft dadrin
Nur weil einer fährt, heißt das nicht, dass alle nüchtern sind
Das Lächeln im Gesicht heißt noch lang nicht, dass wir glücklich sind
Flieg' in ein andres Land, Badewanne voll Schnaps
Mit Bitches, die sich für gar nix schäm'n
In Mannheim siehst du mich brav Kaffee trinken am Hafen
Ich ficke nicht da, wo ich mich schlafen leg'
Zehn Doppelzimmer für die Jungs, das wird nicht günstig
Tatsächlich reden deutsche Rapper mir von Blitzlicht
A-Prominenz in meiner Suite, die Fenstеr blickdicht
Sie hören meinе Lieder, doch es stört mich, wenn sie mitsing'n
Bet' zu Gott, wenn das Geld uns verändert
Dann lass uns ein Leben lang arm
Richtung Sternhimmeldach

Fühlst du das auch?
Diese Kippen kratzen grade so wie damals, Bruder
Fühlst du das auch?
Die zweite Mische schießt direkt in deine Adern, Bruder
Fühlst du das auch?
Auf dass es nie wieder wird, wie's einmal war, Mann, Bruder
Fühlst du das auch?
Fühlst du das auch? Ah

Fast verlier'n, aber am Ende dann doch gewinn'n
Leben heute so, als wenn wir gestern schon gestorben sind
Mit Sonnenbrille von der Bühne in den Moshpit spring'n
Seit meinem letzten Deal will jeder in die Family
Doch wir küssen keine Herzen mehr, wir brechen sie
Mama packt mir Capri-Sonnen ein, bis ich zurück bin
Doch sie passen nicht mehr in den Kühlschrank von mei'm Rücksitz
Wa-da-da-bang, wa-da-da-da-bang
Du bist nicht mein Cousin und du bist nicht mein Kuzeng
Was bring'n dir hunderttausend Fans auf Instagram
Wenn von Hunderttausenden dich nur Hunderte erkenn'n?
You might also like
Bet' zu Gott, wenn das Geld uns verändert
Dann lass uns ein Leben lang arm
Richtung Sternhimmeldach

Fühlst du das auch?
Diese Kippen kratzen grade so wie damals, Bruder
Fühlst du das auch?
Die zweite Mische schießt direkt in deine Adern, Bruder
Fühlst du das auch?
Auf dass es nie wieder wird, wie's einmal war, Mann, Bruder
Fühlst du das auch?
Fühlst du das auch? Ah

Fühlst du das auch?
Fühlst du das auch?
Fühlst du das auch?
Fühlst du das auch?
Fühlst du das auch?1Embed"
